district,Sex,Age,month of estimation,population
KZN - Harry Gwala District Municipality (DC43),Male,10-14,2019-07-31,30051.989286181823
KZN - Harry Gwala District Municipality (DC43),Male,15-19,2019-07-31,23596.323724429356
KZN - Harry Gwala District Municipality (DC43),Male,18-34,2019-07-31,61561.44971660893
KZN - Harry Gwala District Municipality (DC43),Male,35-49,2019-07-31,28351.624699566324
KZN - Harry Gwala District Municipality (DC43),Male,5-9,2019-07-31,32221.680932925156
KZN - Harry Gwala District Municipality (DC43),Male,50-59,2019-07-31,9972.781187326673
KZN - Harry Gwala District Municipality (DC43),Male,60+,2019-07-31,13104.847001467786
KZN - King Cetshwayo District Municipality (DC28),Female,0-4,2019-07-31,55687.3766162291
KZN - King Cetshwayo District Municipality (DC28),Female,10-14,2019-07-31,51766.6694325957
KZN - King Cetshwayo District Municipality (DC28),Female,15-19,2019-07-31,44834.28182163096
KZN - King Cetshwayo District Municipality (DC28),Female,18-34,2019-07-31,131154.29459180433
KZN - King Cetshwayo District Municipality (DC28),Female,35-49,2019-07-31,80747.45484231572
KZN - King Cetshwayo District Municipality (DC28),Female,5-9,2019-07-31,55737.826238315516
KZN - King Cetshwayo District Municipality (DC28),Female,50-59,2019-07-31,36687.12611543597
KZN - King Cetshwayo District Municipality (DC28),Female,60+,2019-07-31,48688.42562089612
KZN - King Cetshwayo District Municipality (DC28),Male,0-4,2019-07-31,57310.75640049038
KZN - King Cetshwayo District Municipality (DC28),Male,10-14,2019-07-31,52125.008734920775
KZN - King Cetshwayo District Municipality (DC28),Male,15-19,2019-07-31,44389.04130690054
KZN - King Cetshwayo District Municipality (DC28),Male,18-34,2019-07-31,120296.61513803925
KZN - King Cetshwayo District Municipality (DC28),Male,35-49,2019-07-31,64526.85937442496
KZN - King Cetshwayo District Municipality (DC28),Male,5-9,2019-07-31,56733.75380339161
KZN - King Cetshwayo District Municipality (DC28),Male,50-59,2019-07-31,23067.469124966497
KZN - King Cetshwayo District Municipality (DC28),Male,60+,2019-07-31,24748.63164632048
KZN - Ugu District Municipality (DC21),Female,0-4,2019-07-31,45876.78420293184
KZN - Ugu District Municipality (DC21),Female,10-14,2019-07-31,40917.169535030764
KZN - Ugu District Municipality (DC21),Female,15-19,2019-07-31,33761.42104978301
KZN - Ugu District Municipality (DC21),Female,18-34,2019-07-31,110871.71869198789
KZN - Ugu District Municipality (DC21),Female,35-49,2019-07-31,66733.03452164672
KZN - Ugu District Municipality (DC21),Female,5-9,2019-07-31,44949.426615523495
KZN - Ugu District Municipality (DC21),Female,50-59,2019-07-31,30096.339289639604
KZN - Ugu District Municipality (DC21),Female,60+,2019-07-31,39675.95712613771
KZN - Ugu District Municipality (DC21),Male,0-4,2019-07-31,47210.725919024255
KZN - Ugu District Municipality (DC21),Male,10-14,2019-07-31,41809.01431139637
KZN - Ugu District Municipality (DC21),Male,15-19,2019-07-31,34641.67214500407
KZN - Ugu District Municipality (DC21),Male,18-34,2019-07-31,114819.79094123567
KZN - Ugu District Municipality (DC21),Male,35-49,2019-07-31,53889.49839405774
KZN - Ugu District Municipality (DC21),Male,5-9,2019-07-31,46630.18814488644
KZN - Ugu District Municipality (DC21),Male,50-59,2019-07-31,15097.558550311318
KZN - Ugu District Municipality (DC21),Male,60+,2019-07-31,15873.449440353352
KZN - Zululand District Municipality (DC26),Female,0-4,2019-07-31,56356.834686996895
KZN - Zululand District Municipality (DC26),Female,10-14,2019-07-31,54504.993665595895
KZN - Zululand District Municipality (DC26),Female,15-19,2019-07-31,44389.26333216134
KZN - Zululand District Municipality (DC26),Female,18-34,2019-07-31,110744.93985100844
KZN - Zululand District Municipality (DC26),Female,35-49,2019-07-31,65676.83645101641
KZN - Zululand District Municipality (DC26),Female,5-9,2019-07-31,55859.87128814221
KZN - Zululand District Municipality (DC26),Female,50-59,2019-07-31,31247.42080068693
KZN - Zululand District Municipality (DC26),Female,60+,2019-07-31,46736.69758162834
KZN - Zululand District Municipality (DC26),Male,0-4,2019-07-31,58073.83269596053
KZN - Zululand District Municipality (DC26),Male,10-14,2019-07-31,56355.58782244862
KZN - Zululand District Municipality (DC26),Male,15-19,2019-07-31,44149.07200010003
KZN - Zululand District Municipality (DC26),Male,18-34,2019-07-31,100728.15823173555
KZN - Zululand District Municipality (DC26),Male,35-49,2019-07-31,47832.828916975915
KZN - Zululand District Municipality (DC26),Male,5-9,2019-07-31,57887.63099704619
KZN - Zululand District Municipality (DC26),Male,50-59,2019-07-31,16916.28586207021
KZN - Zululand District Municipality (DC26),Male,60+,2019-07-31,26165.108317341535
KZN - eThekwini Metropolitan Municipality,Female,0-4,2019-07-31,156815.14831213755
KZN - eThekwini Metropolitan Municipality,Female,10-14,2019-07-31,163480.67796153322
KZN - eThekwini Metropolitan Municipality,Female,15-19,2019-07-31,145936.8428394182
KZN - eThekwini Metropolitan Municipality,Female,18-34,2019-07-31,527529.5241404886
KZN - eThekwini Metropolitan Municipality,Female,35-49,2019-07-31,421085.41207344393
KZN - eThekwini Metropolitan Municipality,Female,5-9,2019-07-31,162457.00654115545
KZN - eThekwini Metropolitan Municipality,Female,50-59,2019-07-31,187453.0149961601
KZN - eThekwini Metropolitan Municipality,Female,60+,2019-07-31,206381.38306849365
KZN - eThekwini Metropolitan Municipality,Male,0-4,2019-07-31,163225.53521692794
KZN - eThekwini Metropolitan Municipality,Male,10-14,2019-07-31,171370.72486464193
KZN - eThekwini Metropolitan Municipality,Male,15-19,2019-07-31,156219.12680481805
KZN - eThekwini Metropolitan Municipality,Male,18-34,2019-07-31,582396.7163028625
KZN - eThekwini Metropolitan Municipality,Male,35-49,2019-07-31,414603.4621259419
KZN - eThekwini Metropolitan Municipality,Male,5-9,2019-07-31,170245.73054291494
KZN - eThekwini Metropolitan Municipality,Male,50-59,2019-07-31,153580.7282389064
KZN - eThekwini Metropolitan Municipality,Male,60+,2019-07-31,144257.70732266962
KZN - iLembe District Municipality (DC29),Female,0-4,2019-07-31,38595.103780597325
KZN - iLembe District Municipality (DC29),Female,10-14,2019-07-31,35044.03388116874
KZN - iLembe District Municipality (DC29),Female,15-19,2019-07-31,29673.25355998386
KZN - iLembe District Municipality (DC29),Female,18-34,2019-07-31,90058.77681470162
KZN - iLembe District Municipality (DC29),Female,35-49,2019-07-31,59915.38481934433
KZN - iLembe District Municipality (DC29),Female,5-9,2019-07-31,37938.093919745545
KZN - iLembe District Municipality (DC29),Female,50-59,2019-07-31,27604.51185115757
KZN - iLembe District Municipality (DC29),Female,60+,2019-07-31,40226.61721445511
KZN - iLembe District Municipality (DC29),Male,0-4,2019-07-31,39335.910205512744
KZN - iLembe District Municipality (DC29),Male,10-14,2019-07-31,35379.981111257606
KZN - iLembe District Municipality (DC29),Male,15-19,2019-07-31,29976.308319037253
KZN - iLembe District Municipality (DC29),Male,18-34,2019-07-31,87277.15212662592
KZN - iLembe District Municipality (DC29),Male,35-49,2019-07-31,51152.62774131579
KZN - iLembe District Municipality (DC29),Male,5-9,2019-07-31,38680.79624434453
KZN - iLembe District Municipality (DC29),Male,50-59,2019-07-31,18267.48636814647
KZN - iLembe District Municipality (DC29),Male,60+,2019-07-31,23200.76025083738
KZN - uMgungundlovu District Municipality (DC22),Female,0-4,2019-07-31,58301.806544001665
KZN - uMgungundlovu District Municipality (DC22),Female,10-14,2019-07-31,49286.86079383483
KZN - uMgungundlovu District Municipality (DC22),Female,15-19,2019-07-31,45831.166370886334
KZN - uMgungundlovu District Municipality (DC22),Female,18-34,2019-07-31,159861.03207337714
KZN - uMgungundlovu District Municipality (DC22),Female,35-49,2019-07-31,114422.75053421257
KZN - uMgungundlovu District Municipality (DC22),Female,5-9,2019-07-31,53051.955048196614
KZN - uMgungundlovu District Municipality (DC22),Female,50-59,2019-07-31,47615.87989449525
KZN - uMgungundlovu District Municipality (DC22),Female,60+,2019-07-31,56675.44392124505
KZN - uMgungundlovu District Municipality (DC22),Male,0-4,2019-07-31,59622.256626599934
KZN - uMgungundlovu District Municipality (DC22),Male,10-14,2019-07-31,48935.70763491176
KZN - uMgungundlovu District Municipality (DC22),Male,15-19,2019-07-31,45073.85594737326
KZN - uMgungundlovu District Municipality (DC22),Male,18-34,2019-07-31,158332.59564095736
KZN - uMgungundlovu District Municipality (DC22),Male,35-49,2019-07-31,101967.47109479748
KZN - uMgungundlovu District Municipality (DC22),Male,5-9,2019-07-31,53795.270499106016
KZN - uMgungundlovu District Municipality (DC22),Male,50-59,2019-07-31,32597.32742932296
KZN - uMgungundlovu District Municipality (DC22),Male,60+,2019-07-31,28353.232884903555
KZN - uMkhanyakude District Municipality (DC27),Female,0-4,2019-07-31,45254.18980044696
KZN - uMkhanyakude District Municipality (DC27),Female,10-14,2019-07-31,43556.882723695846
KZN - uMkhanyakude District Municipality (DC27),Female,15-19,2019-07-31,35520.13289404606
KZN - uMkhanyakude District Municipality (DC27),Female,18-34,2019-07-31,95166.09366552407
KZN - uMkhanyakude District Municipality (DC27),Female,35-49,2019-07-31,55339.9370887834
KZN - uMkhanyakude District Municipality (DC27),Female,5-9,2019-07-31,45197.31261418054
KZN - uMkhanyakude District Municipality (DC27),Female,50-59,2019-07-31,23997.944764998458
KZN - uMkhanyakude District Municipality (DC27),Female,60+,2019-07-31,29790.18888929509
KZN - uMkhanyakude District Municipality (DC27),Male,0-4,2019-07-31,45609.13696408601
KZN - uMkhanyakude District Municipality (DC27),Male,10-14,2019-07-31,41943.87805725883
KZN - uMkhanyakude District Municipality (DC27),Male,15-19,2019-07-31,32947.82874682658
KZN - uMkhanyakude District Municipality (DC27),Male,18-34,2019-07-31,80153.8153166165
KZN - uMkhanyakude District Municipality (DC27),Male,35-49,2019-07-31,35928.56207748187
KZN - uMkhanyakude District Municipality (DC27),Male,5-9,2019-07-31,44794.78870492541
KZN - uMkhanyakude District Municipality (DC27),Male,50-59,2019-07-31,11520.98205793781
KZN - uMkhanyakude District Municipality (DC27),Male,60+,2019-07-31,13496.374825091432
KZN - uMzinyathi District Municipality (DC24),Female,0-4,2019-07-31,35769.39954749131
KZN - uMzinyathi District Municipality (DC24),Female,10-14,2019-07-31,34711.57861187503
KZN - uMzinyathi District Municipality (DC24),Female,15-19,2019-07-31,29071.04994576218
KZN - uMzinyathi District Municipality (DC24),Female,18-34,2019-07-31,80872.06567927724
KZN - uMzinyathi District Municipality (DC24),Female,35-49,2019-07-31,42089.34616032573
KZN - uMzinyathi District Municipality (DC24),Female,5-9,2019-07-31,35884.87390069117
KZN - uMzinyathi District Municipality (DC24),Female,50-59,2019-07-31,19008.4401485112
KZN - uMzinyathi District Municipality (DC24),Female,60+,2019-07-31,27422.53492615319
KZN - uMzinyathi District Municipality (DC24),Male,0-4,2019-07-31,37319.44867408089
KZN - uMzinyathi District Municipality (DC24),Male,10-14,2019-07-31,35045.33629352924
KZN - uMzinyathi District Municipality (DC24),Male,15-19,2019-07-31,28083.22592748049
KZN - uMzinyathi District Municipality (DC24),Male,18-34,2019-07-31,67357.98822939133
KZN - uMzinyathi District Municipality (DC24),Male,35-49,2019-07-31,26584.177036331068
KZN - uMzinyathi District Municipality (DC24),Male,5-9,2019-07-31,36895.43456955526
KZN - uMzinyathi District Municipality (DC24),Male,50-59,2019-07-31,7872.310699995747
KZN - uMzinyathi District Municipality (DC24),Male,60+,2019-07-31,9570.911187240104
KZN - uThukela District Municipality (DC23),Female,0-4,2019-07-31,42239.0265158235
KZN - uThukela District Municipality (DC23),Female,10-14,2019-07-31,39937.811954850375
KZN - uThukela District Municipality (DC23),Female,15-19,2019-07-31,33672.958955396374
KZN - uThukela District Municipality (DC23),Female,18-34,2019-07-31,88087.45442395109
KZN - uThukela District Municipality (DC23),Female,35-49,2019-07-31,57409.81830571446
KZN - uThukela District Municipality (DC23),Female,5-9,2019-07-31,42515.14481550668
KZN - uThukela District Municipality (DC23),Female,50-59,2019-07-31,27663.789607648436
KZN - uThukela District Municipality (DC23),Female,60+,2019-07-31,37790.79263337408
KZN - uThukela District Municipality (DC23),Male,0-4,2019-07-31,43888.59307644644
KZN - uThukela District Municipality (DC23),Male,10-14,2019-07-31,41247.188374241625
KZN - uThukela District Municipality (DC23),Male,15-19,2019-07-31,34449.993053503335
KZN - uThukela District Municipality (DC23),Male,18-34,2019-07-31,86824.77904073619
KZN - uThukela District Municipality (DC23),Male,35-49,2019-07-31,46228.3696290203
KZN - uThukela District Municipality (DC23),Male,5-9,2019-07-31,43942.22030711455
KZN - uThukela District Municipality (DC23),Male,50-59,2019-07-31,15348.259486075636
KZN - uThukela District Municipality (DC23),Male,60+,2019-07-31,16536.4462426436
LIM - Capricorn District Municipality (DC35),Female,0-4,2019-07-31,74816.1872409898
LIM - Capricorn District Municipality (DC35),Female,10-14,2019-07-31,74400.85089278263
LIM - Capricorn District Municipality (DC35),Female,15-19,2019-07-31,59101.012031038015
LIM - Capricorn District Municipality (DC35),Female,18-34,2019-07-31,147084.28924170104
LIM - Capricorn District Municipality (DC35),Female,35-49,2019-07-31,117978.27865784496
LIM - Capricorn District Municipality (DC35),Female,5-9,2019-07-31,75733.14304874228
LIM - Capricorn District Municipality (DC35),Female,50-59,2019-07-31,58797.77038291181
LIM - Capricorn District Municipality (DC35),Female,60+,2019-07-31,90881.26152099206
LIM - Capricorn District Municipality (DC35),Male,0-4,2019-07-31,77246.38484594625
LIM - Capricorn District Municipality (DC35),Male,10-14,2019-07-31,77294.63322073314
LIM - Capricorn District Municipality (DC35),Male,15-19,2019-07-31,62014.32487281764
LIM - Capricorn District Municipality (DC35),Male,18-34,2019-07-31,148396.37181361858
LIM - Capricorn District Municipality (DC35),Male,35-49,2019-07-31,95034.95530981182
LIM - Capricorn District Municipality (DC35),Male,5-9,2019-07-31,78304.44982013856
LIM - Capricorn District Municipality (DC35),Male,50-59,2019-07-31,36486.02999738798
LIM - Capricorn District Municipality (DC35),Male,60+,2019-07-31,44359.47345758337
LIM - Mopani District Municipality (DC33),Female,0-4,2019-07-31,63918.77935872937
LIM - Mopani District Municipality (DC33),Female,10-14,2019-07-31,68017.72701295253
LIM - Mopani District Municipality (DC33),Female,15-19,2019-07-31,51213.93213679019
LIM - Mopani District Municipality (DC33),Female,18-34,2019-07-31,142198.42401745674
LIM - Mopani District Municipality (DC33),Female,35-49,2019-07-31,112510.39008590687
LIM - Mopani District Municipality (DC33),Female,5-9,2019-07-31,70011.69565236515
LIM - Mopani District Municipality (DC33),Female,50-59,2019-07-31,54552.55693937055
LIM - Mopani District Municipality (DC33),Female,60+,2019-07-31,67801.78339110932
LIM - Mopani District Municipality (DC33),Male,0-4,2019-07-31,66334.95288000468
LIM - Mopani District Municipality (DC33),Male,10-14,2019-07-31,71098.27988209779
LIM - Mopani District Municipality (DC33),Male,15-19,2019-07-31,53529.90128663016
LIM - Mopani District Municipality (DC33),Male,18-34,2019-07-31,138661.29989756804
LIM - Mopani District Municipality (DC33),Male,35-49,2019-07-31,90062.56596156592
LIM - Mopani District Municipality (DC33),Male,5-9,2019-07-31,72093.80488521975
LIM - Mopani District Municipality (DC33),Male,50-59,2019-07-31,31989.661601081898
LIM - Mopani District Municipality (DC33),Male,60+,2019-07-31,33559.94645093042
LIM - Sekhukhune District Municipality (DC47),Female,0-4,2019-07-31,72948.09574259687
LIM - Sekhukhune District Municipality (DC47),Female,10-14,2019-07-31,66761.14898739517
LIM - Sekhukhune District Municipality (DC47),Female,15-19,2019-07-31,54245.20922544764
LIM - Sekhukhune District Municipality (DC47),Female,18-34,2019-07-31,154537.83794218788
LIM - Sekhukhune District Municipality (DC47),Female,35-49,2019-07-31,101914.57598687522
LIM - Sekhukhune District Municipality (DC47),Female,5-9,2019-07-31,72109.27632910003
LIM - Sekhukhune District Municipality (DC47),Female,50-59,2019-07-31,42363.84037470828
LIM - Sekhukhune District Municipality (DC47),Female,60+,2019-07-31,68411.58830646989
LIM - Sekhukhune District Municipality (DC47),Male,0-4,2019-07-31,75445.28722943646
LIM - Sekhukhune District Municipality (DC47),Male,10-14,2019-07-31,69685.96623685908
LIM - Sekhukhune District Municipality (DC47),Male,15-19,2019-07-31,56633.07722015202
LIM - Sekhukhune District Municipality (DC47),Male,18-34,2019-07-31,157843.11933713878
LIM - Sekhukhune District Municipality (DC47),Male,35-49,2019-07-31,82520.24798992077
